drugbank_id,ATC,Name,Description,Indication,SMILES,blocks
DB01235,N04BA01,levodopa,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","Levodopa on its own is formulated as an oral inhalation powder indicated for intermittent treatment of off episodes in Parkinson's patients who are already being treated with carbidopa and levodopa[FDA Label]. Levodopa is most commonly formulated as an oral tablet with a peripheral dopa decarboxylase inhibitor indicated for treatment of Parkinson's disease, post-encephalitic parkinsonism, and symptomatic parkinsonism following carbon monoxide intoxication or manganese intoxication[F4579].",N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,[]
DB01235,N04BA02,levodopa and decarboxylase inhibitor,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","Levodopa on its own is formulated as an oral inhalation powder indicated for intermittent treatment of off episodes in Parkinson's patients who are already being treated with carbidopa and levodopa[FDA Label]. Levodopa is most commonly formulated as an oral tablet with a peripheral dopa decarboxylase inhibitor indicated for treatment of Parkinson's disease, post-encephalitic parkinsonism, and symptomatic parkinsonism following carbon monoxide intoxication or manganese intoxication[F4579].",N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,[]
DB01235,N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor","Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","Levodopa on its own is formulated as an oral inhalation powder indicated for intermittent treatment of off episodes in Parkinson's patients who are already being treated with carbidopa and levodopa[FDA Label]. Levodopa is most commonly formulated as an oral tablet with a peripheral dopa decarboxylase inhibitor indicated for treatment of Parkinson's disease, post-encephalitic parkinsonism, and symptomatic parkinsonism following carbon monoxide intoxication or manganese intoxication[F4579].",N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,[]
DB00915,N04BB01,amantadine,"An antiviral that is used in the prophylactic or symptomatic treatment of influenza A. It is also used as an antiparkinsonian agent, to treat extrapyramidal reactions, and for postherpetic neuralgia. The mechanisms of its effects in movement disorders are not well understood but probably reflect an increase in synthesis and release of dopamine, with perhaps some inhibition of dopamine uptake.","For the chemoprophylaxis, prophylaxis, and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Also for the treatment of parkinsonism and drug-induced extrapyramidal reactions.",NC12CC3CC(CC(C3)C1)C2,[]
DB01200,N04BC01,bromocriptine,Bromocriptine mesylate is a semisynthetic ergot alkaloid derivative with potent dopaminergic activity. It is indicated for the management of signs and symptoms of Parkinsonian Syndrome. Bromocriptine also inhibits prolactin secretion and may be used to treat dysfunctions associated with hyperprolactinemia. It also causes sustained suppression of somatotropin (growth hormone) secretion in some patients with acromegaly. Bromocriptine has been associated with pulmonary fibrosis.,"For the treatment of galactorrhea due to hyperprolactinemia, prolactin-dependent menstrual disorders and infertility, prolactin-secreting adenomas, prolactin-dependent male hypogonadism, as adjunct therapy to surgery or radiotherapy for acromegaly or as monotherapy is special cases, as monotherapy in early Parksinsonian Syndrome or as an adjunct with levodopa in advanced cases with motor complications. Bromocriptine has also been used off-label to treat restless legs syndrome and neuroleptic malignant syndrome.",[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,['[3*]C(=O)[C@@H]1C=C2c3cccc4[nH]c(Br)c(c34)C[C@H]2N(C)C1^[3*]N[C@]1(C(C)C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)N2C1=O']
DB01186,N04BC02,pergolide,"Pergolide is a long-acting dopamine agonist approved in 1982 for the treatment of Parkinson’s Disease. It is an ergot derivative that acts on the dopamine D2 and D3, alpha2- and alpha1-adrenergic, and 5-hydroxytryptamine (5-HT) receptors. It was indicated as adjunct therapy with levodopa/carbidopa in the symptomatic treatment of parkinsonian syndrome. It was later found that pergolide increased the risk of cardiac valvulopathy. The drug was withdrawn from the US market in March 2007 and from the Canadian market in August 2007. While the use of pergolide in humans is still approved in only some countries, pergolide is mainly used for veterinary purposes.",Indicated as adjunctive treatment to levodopa/carbidopa in the management of the signs and symptoms of Parkinson's disease. It was withdrawn from the US and Canadian markets in 2007 due to an increased risk of cardiac valvulopathy. ,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC,[]
DB00268,N04BC04,ropinirole,"Ropinirole, also known as _ReQuip_, is a non-ergoline dopamine agonist used in Parkinson's disease and restless legs syndrome [FDA label], [A174547]. It is manufactured by GlaxoSmithKline Pharmaceuticals.   Ropinirole was initially approved in 1997 by the FDA [FDA label] for the management of Parkinson's disease. In 2005, it was the first drug approved in the US for the management of primary moderate to severe restless legs syndrome [A174547].

 In 2008, the extended-release capsules of ropinirole were approved, allowing for less frequent dosing, therefore increased compliance, and offering a similar side effect profile and efficacy to previous formulations of ropinirole [A35711].",For the treatment of the signs and symptoms of Parkinson's disease and for the treatment of primary moderate-severe restless legs syndrome [FDA label].,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,['[3*]CCN(CCC)CCC^[3*]c1cccc2c1CC(=O)N2']
DB00413,N04BC05,pramipexole,"Pramipexole is a drug used to treat the symptoms of Parkinson's Disease (PD).  It is a _non-ergot dopamine agonist_ drug that is efficacious in treating various Parkinson's symptoms such as tremor, rigidity, and bradykinesia (slow movement) [A176867]. It was first approved by the FDA in 1997 [L5882]. Parkinson's Disease is one of the most common neurodegenerative disorders and causes a high level of disability in patients [A176855], leading to increased difficulty in performing activities of daily living due to symptoms that progress over time [A176858]. The prevalence of Parkinson's Disease worldwide has increased from approximately 2.5 million in 1990 to about 6.1 million in 2016 [A176861].  This increase may be attributed to an aging population along with other contributing factors [A176861].

In addition to the above FDA approval for Parkinson's Disease, pramipexole was also approved by the FDA in 2006 for the treatment of Restless Legs Syndrome (RLS) [A176873]. RLS is a sleep-related disorder characterized by unpleasant sensations in the lower extremities, often accompanied by an uncontrollable urge to move the legs [A176876].",This drug is indicated for the symptomatic treatment of Parkinson’s disease [FDA label].  This drug can be administered as monotherapy or in conjunction with levodopa. It is also indicated for symptomatic treatment of moderate to severe primary Restless Legs Syndrome (RLS) [FDA label].  ,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,[]
DB00248,N04BC06,cabergoline,"Cabergoline, an ergot derivative, is a long-acting dopamine agonist and prolactin inhibitor. It is used to treat hyperprolactinemic disorders and Parkinsonian Syndrome. Cabergoline possesses potent agonist activity on dopamine D2 receptors.","For the treatment of hyperprolactinemic disorders, either idiopathic or due to prolactinoma (prolactin-secreting adenomas). May also be used to manage symptoms of Parkinsonian Syndrome as monotherapy during initial symptomatic management or as an adjunct to levodopa therapy during advanced stages of disease. ",[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,['[3*]C(=O)[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(CC=C)C1^[3*]N(CCCN(C)C)C(=O)NCC']
DB00714,N04BC07,apomorphine,"Apomorphine is a non-ergoline dopamine D2 agonist indicated to treat hypomobility associated with Parkinson's. It was first synthesized in 1845 and first used in Parkinson's disease in 1884.[A203618] Apomorphine has also been investigated as an emetic, a sedative, a treatment for alcoholism, and a treatment of other movement disorders.[A203597,A203618]

Apomorphine was granted FDA approval on 20 April 2004.[L13919]","Apomorphine is indicated to treat acute, intermittent treatment of hypomobility, off episodes associated with advanced Parkinson's disease.[L13919,L13922]",[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,[]
